,titles,category
841,"충청권 4곳 모두 '파란 물결'...민주당 완승, '국정 안정론' 통했다",Social
842,보수 아성 넘은 '기장 첫 여성 군수' 우성빈…부산지방선거 최대 이변,Social
843,"연어에서 추출한 '이것'…""크론병 치루에 탁월효과""",Social
844,4표 모자라 전액 보전 탈락…선거비에 울고 웃는 후보들,Social
845,전남광주특별시의회 민주당 83석 압승…진보당 5석 약진(종합),Social
846,전남 기초단체장 선거 곳곳서 '초박빙' 승부…200여 표 차로 당선되기도,Social
847,민주당 텃밭 뚫은 전남 5곳…지역 표심은 왜 갈라졌나,Social
848,"한동훈 당선·박민식 3위, 북구갑이 남긴 '보수 재편' 과제",Social
849,투표 관련 112 신고 164건…'용지 부족' 잠실7동 투표소만 135건(종합),Social
850,"경찰, ‘김수현 명예훼손 혐의’ 김세의 구속 송치",Social
851,"강남경찰서, '김수현 명예훼손' 혐의 김세의 구속송치",Social
852,"""재택 중 4시간 연락 두절 팀원 지적했더니, '꼰대'라네요"" [어떻게 생각하세요]",Social
853,교육감선거서 진보성향 후보 서울·경기 등 11곳 석권(종합2보),Social
854,"치매 남편 간병한 노모에게 재산분할 소송 건 두 딸…""아파트 넘겨달라""",Social
855,6·3 지방선거 경북 동해안 단체장 국힘 3·무소속 2 당선,Social
856,'용지 부족' 서울 송파구 잠실7동 밤샘 대치‥112신고 135건,Social
857,"박완수 재선 성공, 부·울·경 중 유일 ‘수성’…‘李風’ 꺾은 ‘일 잘하는 도지사’",Social
858,"4년 만에 판 뒤집혔다…민주당, 인천 지방권력 탈환",Social
859,"국민의힘, 텃밭 지켰다…대구 9곳·경북 18곳 기초단체장 석권",Social
860,"4년 만에 탈환···민주당 정영두, 김해시장 당선",Social
861,세종교육감에 교장 출신 강미애…‘교육 장관 후계자’ 제치고 당선,Social
862,"사망사고 사흘 만에 ‘올스톱’…한화에어로, 창사 후 첫 전사 생산중단",Social
863,"‘김수현 명예훼손’ 혐의 김세의…강남경찰서, 구속송치",Social
864,"'반도체 강소기업' 리노공업, 노조 파업 찬반투표 92.6% 압도적 가결",Social
865,"""한열이를 살려내라"" 투표용지 부족 사태 비판한 연세대생의 외침",Social
866,"[6·3 지선] 민주 정영두, '노무현 고향'서 승리…4년만에 김해시장 탈환",Social
867,초유의 ‘투표용지 부족’ 사태…선관위·송파 투표소 밤샘 시위,Social
868,"민주, 경기 시·군 기초단체장 선거 국힘에 판정승",Social
869,"'공천 배제' 딛고 쓴 대역전극… 무소속 박성현, 현직 꺾고 광양시장 당선",Social
870,"尹정부 부당조치 원복, 유튜브 매체들 기자단 합류… 지난 1년 언론지형 변화 보니",Social
871,보험금 노리고 아내 살해 후 교통사고로 위장한 남편⋯징역 40년 확정,Social
872,"치매 아빠 떠나자...왕래 뜸했던 두 딸 ""아파트 넘겨줘"", 엄마 '황당'",Social
873,"교육감, 서울·경기 등 10곳 진보…5곳 보수 당선",Social
874,“민주당 26년 독식 이어간다”… 서귀포 보궐 김성범 당선,Social
875,"생명연 ""암세포 '내성' 극복, 항암제 효과 회복 가능해""",Social
876,"투표용지 부족, ""부정선거"" 주장…중앙선관위앞 밤샘시위",Social
877,"‘전·현직 맞대결’ 박완수, 출구조사 열세 뒤집고 경남도지사 재선",Social
878,사상 초유 ‘투표용지 부족’ 사태에 시위대 집결… 송파 투표함 2개 미반출,Social
879,"강남경찰서, '김수현 명예훼손' 혐의 김세의 구속송치",Social
880,"""34평 새 아파트 1억 싸게 팝니다"" 입주폭탄 광주 '마이너스피' 나왔다",Social
881,'용지 부족' 잠실7동 투표소 112 신고 135건…선관위 밤샘 대치도,Social
882,"이 대통령 취임 1년… 靑 출입기자들 ""소통 의지"", ""SNS 압박""",Social
883,"임신·출산해도 변호사시험 5년 내 5번 만 기회…헌재, 합헌 결정",Social
884,'추다르크'에서 첫 여성 도백까지…경기도 품은 추미애,Social
885,개편 전 마지막 수능 '6월 모평'…'N수생·사탐런' 역대급,Social
886,민주당 우세 속 국민의힘 견제력 유지,Social
887,이원택 전북지사 당선…51.22% 득표,Social
888,"""어르신은 택시 어떻게 타야 할까요?""…땡볕에 지친 93세 할머니 대신 택시 잡아준 여성 [따뜻했슈]",Social
889,"전한길, 투표용지 부족에 ""부정선거""...시위대, 선관위 몰려가 '밤샘 대치'",Social
890,영업이익은 누구의 것인가? [율촌의 노동법 라운지],Social
891,"[2026 지선] 이변은 없었다…추경호 선택한 대구, ""경제 살려라"" 민심이 승부 갈랐다",Social
892,[전남광주 통합①]320만 슈퍼 지자체…새로운 100년 기대와 과제,Social
893,"정부, 이주노동자 인권침해 대책 발표…“사업장 이동 자유 빠진 반쪽 대책”",Social
894,"‘시장후보 막내 아들’ 아이돌, 당선에 시선집중",Social
895,"""선생님, 우리 아들 옷 좀 보세요""…'학폭 의혹' 제기한 학부모에 ""증거 없다""는 담임, 무슨 일",Social
896,[단독] '남양주 스토킹 살인' 부실대응 경찰관 3명 중징계,Social
897,강릉시 더불어민주당 김중남 후보 당선…첫 진보진영 시장,Social
898,"국힘, 텃밭 경북서 무소속 4곳 단체장 자리 내줘…공천 실패 지적",Social
899,밤샘 대치 투표함 반출 차질...이 시각 잠실 투표소,Social
900,"3선 고지 오른 이철우 경북지사, 현안 추진 속도 낸다",Social
901,"강남경찰서, '김수현 명예훼손' 혐의 김세의 구속송치",Social
902,"인천 구멍가게 아들 박찬대, 인천시장 선거 승리",Social
903,권토중래 김의겸·세대교체 박지원,Social
904,"잠실7동 ‘투표함 대치’ 계속…2천명분 담긴 2개, 개표장 못 가",Social
905,경기 기초단체장 민주 19곳·국힘 12곳 승리…사실상 판정승,Social
906,'3번 도전 끝에 당선'.. 평교사·평교수 출신 교육 전문가,Social
907,"[속보] 박완수, 경남지사 당선…김경수 승복 선언",Social
908,민주당 텃밭 지켜낸 이원택 당선자는 누구?,Social
909,"부정선거 시위대, 10시간 넘게 투표소 봉쇄… 아직도 개표 못해",Social
910,"마트 화장실 유아 의자에 '뾰족한 나사못'…""아이 앉았으면"" 아찔",Social
911,더불어민주당 파주시 지방선거 완승,Social
912,"강원도가 달라졌어요..李대통령 “평화는 혜택” 언급, 강원접경 진보색",Social
913,"""지사부터 시장·군수, 더불어민주당 압도적 승리""",Social
914,"""'탈벅' 인증 쏟아졌는데""…스타벅스, 카톡 선물하기 1위 탈환 '여론과 소비의 온도차'",Social
915,오늘 2027학년도 수능 6월 모의평가…졸업생 비율 역대 최다,Social
916,정책 대신 진영·혐오만 남긴 서울교육감 선거…개편 요구 커진다,Social
917,전북도지사 이원택·교육감 천호성 당선,Social
918,"'재선 성공' 이상일 용인시장 ""용인르네상스 시즌2 열겠다""",Social
919,"신장이식 후 거부반응…""조직검사 대신 피검사로""",Social
920,"‘칸트’ 읽던 친구 민형배, 통합 전남광주의 미래를 맡다",Social
921,광역단체장 민주 12곳·국힘 2곳 승리…서울·경남 초접전,Social
922,발 묶인 2천표…'용지 부족' 잠실 투표소 밤샘 대치중(종합),Social
923,"“그만 징징대고 퇴사해” 조롱댓글…반도체 대기업 신입, 신상 파묘 당해",Social
924,"[자막뉴스] ""2천 명 투표 날아갔다""... 투표함 통째로 묶여버린 '초유의 사태'",Social
925,"한화에어로 주주 ""주가 급락, 유족이 배상하라"" 주장에 비난 '봇물'",Social
926,울산 기초 국힘 4곳·민주 1곳…‘야권 단일화’ 삼킨 막판 보수 결집,Social
927,전국 곳곳 소나기…천둥·번개에 우박 떨어지는 곳도,Social
928,[6·3 지선] 이번엔 누가…경기 기초단체장 5곳 '리턴매치' 결과는,Social
929,잠실7동 투표소 밤샘 대치…투표함 이송 아직,Social
930,이변 불허한 '보수 성지' 대구 국힘 싹쓸이…경북도 국힘 강세,Social
931,"잠실 투표소 앞 밤샘 대치...""2천 표 개표 못 해""",Social
932,선관위 '대국민 사과'에도 밤샘 집회 이어져...경력 배치,Social
933,변화는 없었다…대구 기초단체장 9곳 국민의힘 '싹쓸이',Social
934,동부 중심 강한 소나기…돌풍·천둥번개도 '주의',Social
935,춘천 도의원 선거 민주당 압승…8석 중 7석 차지,Social
936,술잔에 분루 삼키던 이동석 캠프 새벽 4시 '반전 드라마',Social
937,"부산시장 격전, 승자는 전재수...더불어민주당 6년 만에 탈환",Social
938,"'아이 무릎 통증과 열, 급성화농성관절염 의심해야 하는 이유'",Social
939,"""부정선거""·""선관위 해체""…잠실7동 투표소 대치 여전, 투표함 반출 못해",Social
940,"박수현, 8년전 눈물 흘리며 접었던 충남도지사 꿈 '실현'",Social
941,"""반도체 차와 부딪혔더니 보험금 194억원…롤스로이스보다 위험하다""",Social
942,"[속보]잠실7동 투표소 봉쇄…투표함 2개, 2000표 못 열어",Social
943,"""CCTV 못 보여줘"" 승강기서 떨어진 고양이, 31시간 만에 찾아",Social
944,"“대한민국 퇴보, 선관위 특검 해야” JK김동욱, 투표용지 부족에 분노",Social
945,[현장] 잠실에 갇힌 투표함…초유의 ‘투표용지 부족’ 밤새 뜬 눈으로 일촉즉발 대치 [세상&],Social
946,‘보수 장벽’ 여전히 견고한 TK…민주당 단체장 배출 실패,Social
947,예년 수준 더위 이어지는 가운데 전국 소나기…'우박' 주의,Social
948,"""시장후보 막내아들 선거운동"" 홍보하던 아이돌, 웃었다",Social
949,"보험금 타려고 아내 살해 후 교통사고 위장…50대 남편, 징역 40년 확정",Social
950,"'146만 유튜버' 고재영 ""친중·좌파 아냐…북한에 20배로 갚아주고 싶어""",Social
951,"‘친윤’ 국힘 김태규, 울산 남구갑 보선 당선…새벽에 역전",Social
952,통합수능 마지막 해 6월 모평 시행…N수생 비중 역대 최고,Social
953,"'원조 친명 꺾고 수성' 성남시장 재선 신상진 ""관건선거에 대한 준엄한 심판""",Social
954,[교육감 선거]수도권 석권한 진보의 ‘사실상 압승’…교육판이 뒤집혔다,Social
955,[지방선거] 인구밀집지역 순천·여수·광양시장 전부 교체,Social
956,당선 예측 족집게 ‘디시전K+’ 비결은?,Social
957,"인천 11개 군·구 단체장 선거 민주당 8곳, 국민의힘 3곳 승리",Social
958,"우상호, 도시지역 강세, 강원 지사 당선, 김진태 “축하”",Social
959,"”새로운 충남으로 도민께 반드시 보답” 박수현, 충남지사 당선",Social
960,"“겸허히 수용” 국힘, ‘재선거’ 급선회…“결과수용 불가”",Social
961,"[6·3지선]경기 시장·군수 '민주19vs국힘12'…""최초 4선 탄생""",Social
962,"""임산부석 비어 있는데 왜 일반석에?""…출근길 지하철 목격담에 갑론을박",Social
963,초접전 벌인 창원시장 선거...‘정권 견제론’ 앞세운 강기윤 당선,Social
964,[6·3 지선] 잠실7동 투표소 봉쇄 계속…2천명 투표분 묶여(종합),Social
965,"‘노무현의 고향’ 김해, 민주당 품으로…정영두 후보 당선",Social
966,"박찬대, 인천시장 선거 승리…민주당 4년 만에 시정권 회복",Social
967,"민주 압승에 동아일보 ""장동혁 사퇴하라"" 한겨레 ""이재명 지원 국힘 심판""",Social
968,부산 영도구청장에 민주당 김철훈 당선…4년 만의 귀환,Social
969,나주선 3표차·광주 서구선 20표차…기초의원 당락 갈랐다,Social
970,박수현 입성한 충남도정…'행정통합' 재시동 전망,Social
971,잠실7동 투표소 밤샘 대치…투표함 이송은 아직,Social
972,““북극항로 개설 빨라져…러와 관계 개선 필요””,Social
973,‘금의환향’한 경북도 출신 행정가들…시장·군수 도전 잇따라 성공,Social
974,"[취재석] '아웃사이더' 박용선의 비상, 시험대에 오른 '평범함의 힘'",Social
975,"조상호, 세종시장 첫 도전에 당선…행정수도 완성 승부수",Social
976,"재택 중 4시간 연락 두절된 팀원…지적하니 ""꼰대세요?"" 적반하장",Social
977,"""징징대지 말고 퇴사해""... 20년차 선배 조롱 댓글 남겼다가 신상 털린 신입",Social
978,부산시의회 '45대 2'서 '37대 11'로…민주당 회복에도 국힘 우세,Social
979,잠실7동 투표소 밤새 수백명 대치…경찰 투입,Social
980,"[속보]오세훈 48.66%, 정원오 48.62%…골든 크로스",Social
981,"[6·3 지선]'투표용지 부족' 부정선거 주장 시위대, 밤샘 시위(종합)",Social
982,안동서 국내 첫 10선 기초의원 탄생…무소속 이재갑 당선인,Social
983,[속보] 서울시장 정원오·오세훈 '0.08%p차' 초박빙…경남지사도 막판 승부,Social
984,"[6·3강원] 춘천권 시장·군수 당선자…민주 4곳, 국힘 2곳 당선",Social
985,날이 샜다… 잠실7동 투표함 반출 저지 계속(종합),Social
986,투표함 못 옮긴 잠실7동 '밤샘 대치'…경찰 470명 투입,Social
987,"교사에서 5선 의원, 다시 교육감으로…안민석은 누구?",Social
988,[6·3 지선] 8대17→17대8…서울 기초단체장 지형도 4년만에 정반대로,Social
989,충북 정치지형 '여대야소' 재편…민주 단체장 7석 차지,Social
990,"[6·3통영] 피 말리는 통영시장 선거 개표장, 역전에 재역전…39표 차이",Social
